date,group,dissent
2018-10-24,Groupe La République en Marche,0.03508771929824561
2018-10-24,Groupe Les Républicains,0.0
2018-10-24,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-24,Groupe Socialistes et apparentés,0.19999999999999996
2018-10-24,"Groupe UDI, Agir et Indépendants",0.16666666666666663
2018-10-24,Groupe La France insoumise,0.0
2018-10-24,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-24,Groupe Libertés et Territoires,0.0
2018-10-23,Groupe La République en Marche,0.0
2018-10-23,Groupe Les Républicains,0.0
2018-10-23,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-23,Groupe Socialistes et apparentés,0.0
2018-10-23,"Groupe UDI, Agir et Indépendants",0.0
2018-10-23,Groupe La France insoumise,0.0
2018-10-23,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-23,Groupe Libertés et Territoires,0.0
2018-10-23,Groupe La République en Marche,0.0
2018-10-23,Groupe Les Républicains,0.24
2018-10-23,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-23,Groupe Socialistes et apparentés,0.0
2018-10-23,"Groupe UDI, Agir et Indépendants",0.0
2018-10-23,Groupe La France insoumise,0.0
2018-10-23,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-23,Groupe Libertés et Territoires,0.0
2018-10-23,Groupe La République en Marche,0.003355704697986628
2018-10-23,Groupe Les Républicains,0.0
2018-10-23,Groupe du Mouvement Démocrate et apparentés,0.022222222222222254
2018-10-23,Groupe Socialistes et apparentés,0.0
2018-10-23,"Groupe UDI, Agir et Indépendants",0.42307692307692313
2018-10-23,Groupe La France insoumise,0.0
2018-10-23,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-23,Groupe Libertés et Territoires,0.15384615384615385
2018-10-22,Groupe La République en Marche,0.07894736842105265
2018-10-22,Groupe Les Républicains,0.4
2018-10-22,Groupe du Mouvement Démocrate et apparentés,
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",
2018-10-22,Groupe La France insoumise,
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,
2018-10-22,Groupe La République en Marche,0.018181818181818188
2018-10-22,Groupe Les Républicains,0.0
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",0.0
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-22,Groupe La République en Marche,0.030303030303030276
2018-10-22,Groupe Les Républicains,0.0
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",0.25
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-22,Groupe La République en Marche,0.032786885245901676
2018-10-22,Groupe Les Républicains,0.0
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-22,Groupe La République en Marche,0.015625
2018-10-22,Groupe Les Républicains,0.0
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-22,Groupe La République en Marche,0.0
2018-10-22,Groupe Les Républicains,0.0
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.09090909090909094
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",0.33333333333333337
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-22,Groupe La République en Marche,0.01666666666666672
2018-10-22,Groupe Les Républicains,0.052631578947368474
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-22,Groupe La République en Marche,0.0461538461538461
2018-10-22,Groupe Les Républicains,0.0
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.11111111111111116
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",0.0
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-22,Groupe La République en Marche,0.014285714285714235
2018-10-22,Groupe Les Républicains,0.0625
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.09999999999999998
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",0.33333333333333337
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-22,Groupe La République en Marche,0.040000000000000036
2018-10-22,Groupe Les Républicains,0.0714285714285714
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.2727272727272727
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",0.0
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-22,Groupe La République en Marche,0.08333333333333337
2018-10-22,Groupe Les Républicains,0.0
2018-10-22,Groupe du Mouvement Démocrate et apparentés,0.09090909090909094
2018-10-22,Groupe Socialistes et apparentés,0.0
2018-10-22,"Groupe UDI, Agir et Indépendants",0.0
2018-10-22,Groupe La France insoumise,0.0
2018-10-22,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-22,Groupe Libertés et Territoires,0.0
2018-10-19,Groupe La République en Marche,0.0
2018-10-19,Groupe Les Républicains,0.16666666666666663
2018-10-19,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-19,Groupe Socialistes et apparentés,
2018-10-19,"Groupe UDI, Agir et Indépendants",0.0
2018-10-19,Groupe La France insoumise,0.0
2018-10-19,Groupe de la Gauche démocrate et républicaine,
2018-10-19,Groupe Libertés et Territoires,0.0
2018-10-19,Groupe La République en Marche,0.0
2018-10-19,Groupe Les Républicains,0.0
2018-10-19,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-19,Groupe Socialistes et apparentés,0.0
2018-10-19,"Groupe UDI, Agir et Indépendants",0.0
2018-10-19,Groupe La France insoumise,0.0
2018-10-19,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-19,Groupe Libertés et Territoires,0.0
2018-10-19,Groupe La République en Marche,0.1428571428571429
2018-10-19,Groupe Les Républicains,0.0
2018-10-19,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-19,Groupe Socialistes et apparentés,0.0
2018-10-19,"Groupe UDI, Agir et Indépendants",0.0
2018-10-19,Groupe La France insoumise,0.0
2018-10-19,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-19,Groupe Libertés et Territoires,
2018-10-19,Groupe La République en Marche,0.0
2018-10-19,Groupe Les Républicains,0.0
2018-10-19,Groupe du Mouvement Démocrate et apparentés,0.33333333333333337
2018-10-19,Groupe Socialistes et apparentés,0.0
2018-10-19,"Groupe UDI, Agir et Indépendants",0.0
2018-10-19,Groupe La France insoumise,0.0
2018-10-19,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-19,Groupe Libertés et Territoires,0.0
2018-10-18,Groupe La République en Marche,0.0
2018-10-18,Groupe Les Républicains,0.0
2018-10-18,Groupe du Mouvement Démocrate et apparentés,0.1428571428571429
2018-10-18,Groupe Socialistes et apparentés,0.0
2018-10-18,"Groupe UDI, Agir et Indépendants",0.0
2018-10-18,Groupe La France insoumise,0.0
2018-10-18,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-18,Groupe Libertés et Territoires,0.33333333333333337
2018-10-18,Groupe La République en Marche,0.021276595744680882
2018-10-18,Groupe Les Républicains,0.125
2018-10-18,Groupe du Mouvement Démocrate et apparentés,0.2857142857142857
2018-10-18,Groupe Socialistes et apparentés,0.0
2018-10-18,"Groupe UDI, Agir et Indépendants",0.0
2018-10-18,Groupe La France insoumise,0.0
2018-10-18,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-18,Groupe Libertés et Territoires,0.33333333333333337
2018-10-18,Groupe La République en Marche,0.024390243902439046
2018-10-18,Groupe Les Républicains,0.0
2018-10-18,Groupe du Mouvement Démocrate et apparentés,0.25
2018-10-18,Groupe Socialistes et apparentés,0.0
2018-10-18,"Groupe UDI, Agir et Indépendants",0.0
2018-10-18,Groupe La France insoumise,0.0
2018-10-18,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-18,Groupe Libertés et Territoires,0.0
2018-10-18,Groupe La République en Marche,0.013333333333333308
2018-10-18,Groupe Les Républicains,0.0
2018-10-18,Groupe du Mouvement Démocrate et apparentés,0.16666666666666663
2018-10-18,Groupe Socialistes et apparentés,0.0
2018-10-18,"Groupe UDI, Agir et Indépendants",0.5
2018-10-18,Groupe La France insoumise,0.0
2018-10-18,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-18,Groupe Libertés et Territoires,0.16666666666666663
2018-10-17,Groupe La République en Marche,0.011111111111111072
2018-10-17,Groupe Les Républicains,0.0
2018-10-17,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-17,"Groupe UDI, Agir et Indépendants",0.0
2018-10-17,Groupe Socialistes et apparentés,0.0
2018-10-17,Groupe La France insoumise,0.0
2018-10-17,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-17,Groupe La République en Marche,0.00990099009900991
2018-10-17,Groupe Les Républicains,0.0
2018-10-17,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-17,"Groupe UDI, Agir et Indépendants",0.0
2018-10-17,Groupe Socialistes et apparentés,0.0
2018-10-17,Groupe La France insoumise,0.0
2018-10-17,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-17,Groupe La République en Marche,0.031746031746031744
2018-10-17,Groupe Les Républicains,0.0
2018-10-17,Groupe du Mouvement Démocrate et apparentés,0.125
2018-10-17,"Groupe UDI, Agir et Indépendants",0.0
2018-10-17,Groupe Socialistes et apparentés,0.0
2018-10-17,Groupe La France insoumise,
2018-10-17,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-17,Groupe La République en Marche,0.03508771929824561
2018-10-17,Groupe Les Républicains,0.045454545454545414
2018-10-17,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-17,"Groupe UDI, Agir et Indépendants",0.0
2018-10-17,Groupe Socialistes et apparentés,0.0
2018-10-17,Groupe La France insoumise,0.0
2018-10-17,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.06976744186046513
2018-10-16,Groupe Les Républicains,0.07692307692307687
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-16,"Groupe UDI, Agir et Indépendants",0.5
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,0.0
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.0
2018-10-16,Groupe Les Républicains,0.0
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.1428571428571429
2018-10-16,"Groupe UDI, Agir et Indépendants",0.0
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,0.0
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.012195121951219523
2018-10-16,Groupe Les Républicains,0.0
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.1428571428571429
2018-10-16,"Groupe UDI, Agir et Indépendants",0.0
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,0.0
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.0
2018-10-16,Groupe Les Républicains,0.0
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-16,"Groupe UDI, Agir et Indépendants",0.0
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,0.0
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.0
2018-10-16,Groupe Les Républicains,0.0
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-16,"Groupe UDI, Agir et Indépendants",0.0
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,0.0
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.0
2018-10-16,Groupe Les Républicains,0.0
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.33333333333333337
2018-10-16,"Groupe UDI, Agir et Indépendants",0.0
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,0.0
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.038461538461538436
2018-10-16,Groupe Les Républicains,0.0
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-16,"Groupe UDI, Agir et Indépendants",0.0
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,0.0
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.0
2018-10-16,Groupe Les Républicains,0.2727272727272727
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.33333333333333337
2018-10-16,"Groupe UDI, Agir et Indépendants",0.5555555555555556
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,0.0
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.0
2018-10-16,Groupe Les Républicains,0.0
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-16,"Groupe UDI, Agir et Indépendants",0.0
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-16,Groupe La République en Marche,0.0
2018-10-16,Groupe Les Républicains,0.0
2018-10-16,Groupe du Mouvement Démocrate et apparentés,0.19999999999999996
2018-10-16,"Groupe UDI, Agir et Indépendants",0.2222222222222222
2018-10-16,Groupe Socialistes et apparentés,0.0
2018-10-16,Groupe La France insoumise,0.0
2018-10-16,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-15,Groupe La République en Marche,0.0
2018-10-15,Groupe Les Républicains,0.0
2018-10-15,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-15,"Groupe UDI, Agir et Indépendants",0.0
2018-10-15,Groupe Socialistes et apparentés,0.0
2018-10-15,Groupe La France insoumise,0.0
2018-10-15,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.0
2018-10-11,Groupe Les Républicains,0.125
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.0
2018-10-11,Groupe Les Républicains,0.0
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.0
2018-10-11,Groupe Les Républicains,0.0
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.0
2018-10-11,Groupe Les Républicains,0.0
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.038461538461538436
2018-10-11,Groupe Les Républicains,0.0
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.04347826086956519
2018-10-11,Groupe Les Républicains,0.0
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.09999999999999998
2018-10-11,Groupe Les Républicains,
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.09375
2018-10-11,Groupe Les Républicains,0.4545454545454546
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.0
2018-10-11,Groupe Les Républicains,0.0
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.027027027027026973
2018-10-11,Groupe Les Républicains,0.2727272727272727
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.0
2018-10-11,Groupe Les Républicains,0.0
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,
2018-10-11,Groupe La République en Marche,0.016949152542372836
2018-10-11,Groupe Les Républicains,0.03125
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.0
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-11,Groupe La République en Marche,0.013698630136986356
2018-10-11,Groupe Les Républicains,0.0
2018-10-11,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-11,"Groupe UDI, Agir et Indépendants",0.0
2018-10-11,Groupe Socialistes et apparentés,0.19999999999999996
2018-10-11,Groupe La France insoumise,0.0
2018-10-11,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-10,Groupe La République en Marche,0.0
2018-10-10,Groupe Les Républicains,0.0
2018-10-10,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-10,"Groupe UDI, Agir et Indépendants",0.0
2018-10-10,Groupe Socialistes et apparentés,0.0
2018-10-10,Groupe La France insoumise,0.0
2018-10-10,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-09,Groupe La République en Marche,0.050000000000000044
2018-10-09,Groupe Les Républicains,0.125
2018-10-09,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-09,"Groupe UDI, Agir et Indépendants",0.33333333333333337
2018-10-09,Groupe Socialistes et apparentés,0.0
2018-10-09,Groupe La France insoumise,0.0
2018-10-09,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-09,Groupe La République en Marche,0.0
2018-10-09,Groupe Les Républicains,0.0
2018-10-09,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-09,"Groupe UDI, Agir et Indépendants",0.0
2018-10-09,Groupe Socialistes et apparentés,0.25
2018-10-09,Groupe La France insoumise,0.0
2018-10-09,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-09,Groupe La République en Marche,0.016949152542372836
2018-10-09,Groupe Les Républicains,0.0
2018-10-09,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-09,"Groupe UDI, Agir et Indépendants",0.0
2018-10-09,Groupe Socialistes et apparentés,0.16666666666666663
2018-10-09,Groupe La France insoumise,0.0
2018-10-09,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-09,Groupe La République en Marche,0.0
2018-10-09,Groupe Les Républicains,0.0
2018-10-09,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-09,"Groupe UDI, Agir et Indépendants",0.125
2018-10-09,Groupe Socialistes et apparentés,0.0
2018-10-09,Groupe La France insoumise,0.0
2018-10-09,Groupe de la Gauche démocrate et républicaine,0.33333333333333337
2018-10-09,Groupe La République en Marche,0.015873015873015928
2018-10-09,Groupe Les Républicains,0.0
2018-10-09,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-09,"Groupe UDI, Agir et Indépendants",0.25
2018-10-09,Groupe Socialistes et apparentés,0.0
2018-10-09,Groupe La France insoumise,0.0
2018-10-09,Groupe de la Gauche démocrate et républicaine,
2018-10-09,Groupe La République en Marche,0.0034364261168384758
2018-10-09,Groupe Les Républicains,0.08999999999999997
2018-10-09,Groupe du Mouvement Démocrate et apparentés,0.021739130434782594
2018-10-09,"Groupe UDI, Agir et Indépendants",0.3125
2018-10-09,Groupe Socialistes et apparentés,0.0
2018-10-09,Groupe La France insoumise,0.0
2018-10-09,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.08333333333333337
2018-10-05,Groupe Les Républicains,0.0
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-05,"Groupe UDI, Agir et Indépendants",
2018-10-05,Groupe Socialistes et apparentés,
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.0
2018-10-05,Groupe Les Républicains,0.0
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-05,"Groupe UDI, Agir et Indépendants",0.0
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.0
2018-10-05,Groupe Les Républicains,0.0
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-05,"Groupe UDI, Agir et Indépendants",0.0
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.0
2018-10-05,Groupe Les Républicains,0.0
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-05,"Groupe UDI, Agir et Indépendants",0.0
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.0
2018-10-05,Groupe Les Républicains,0.0
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-05,"Groupe UDI, Agir et Indépendants",0.0
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.0
2018-10-05,Groupe Les Républicains,0.0
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-05,"Groupe UDI, Agir et Indépendants",0.0
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.0
2018-10-05,Groupe Les Républicains,0.0
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-05,"Groupe UDI, Agir et Indépendants",
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.0
2018-10-05,Groupe Les Républicains,0.0
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-05,"Groupe UDI, Agir et Indépendants",
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.0
2018-10-05,Groupe Les Républicains,
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-05,"Groupe UDI, Agir et Indépendants",0.0
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.04166666666666663
2018-10-05,Groupe Les Républicains,
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.33333333333333337
2018-10-05,"Groupe UDI, Agir et Indépendants",0.0
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.038461538461538436
2018-10-05,Groupe Les Républicains,
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.33333333333333337
2018-10-05,"Groupe UDI, Agir et Indépendants",0.0
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-05,Groupe La République en Marche,0.04347826086956519
2018-10-05,Groupe Les Républicains,
2018-10-05,Groupe du Mouvement Démocrate et apparentés,0.33333333333333337
2018-10-05,"Groupe UDI, Agir et Indépendants",0.0
2018-10-05,Groupe Socialistes et apparentés,0.0
2018-10-05,Groupe La France insoumise,0.0
2018-10-05,Groupe de la Gauche démocrate et républicaine,0.0
2018-10-04,Groupe La République en Marche,0.0
2018-10-04,Groupe Les Républicains,
2018-10-04,Groupe du Mouvement Démocrate et apparentés,0.0
2018-10-04,"Groupe UDI, Agir et Indépendants",0.0
2018-10-04,Groupe Socialistes et apparentés,0.0
