scrutin_id,date,group,pour,contre,abstention
1542,2018-12-06,Groupe Socialistes et apparentés,1,0,0
1542,2018-12-06,"Groupe UDI, Agir et Indépendants",11,0,0
1542,2018-12-06,Groupe La France insoumise,1,0,1
1542,2018-12-06,Groupe de la Gauche démocrate et républicaine,2,0,0
1542,2018-12-06,Groupe Libertés et Territoires,1,0,0
1542,2018-12-06,Non inscrits,0,0,0
1541,2018-12-06,Groupe La République en Marche,32,2,0
1541,2018-12-06,Groupe Les Républicains,0,4,0
1541,2018-12-06,Groupe du Mouvement Démocrate et apparentés,0,4,0
1541,2018-12-06,Groupe Socialistes et apparentés,0,2,0
1541,2018-12-06,"Groupe UDI, Agir et Indépendants",0,14,0
1541,2018-12-06,Groupe La France insoumise,0,2,0
1541,2018-12-06,Groupe de la Gauche démocrate et républicaine,0,1,0
1541,2018-12-06,Groupe Libertés et Territoires,0,2,0
1541,2018-12-06,Non inscrits,0,1,0
1540,2018-12-06,Groupe La République en Marche,46,1,0
1540,2018-12-06,Groupe Les Républicains,3,0,2
1540,2018-12-06,Groupe du Mouvement Démocrate et apparentés,5,0,0
1540,2018-12-06,Groupe Socialistes et apparentés,1,0,0
1540,2018-12-06,"Groupe UDI, Agir et Indépendants",17,0,0
1540,2018-12-06,Groupe La France insoumise,1,0,0
1540,2018-12-06,Groupe de la Gauche démocrate et républicaine,2,0,0
1540,2018-12-06,Groupe Libertés et Territoires,3,0,0
1540,2018-12-06,Non inscrits,1,0,0
1539,2018-12-05,Groupe La République en Marche,28,0,1
1539,2018-12-05,Groupe Les Républicains,1,3,0
1539,2018-12-05,Groupe du Mouvement Démocrate et apparentés,2,0,0
1539,2018-12-05,Groupe Socialistes et apparentés,1,2,0
1539,2018-12-05,"Groupe UDI, Agir et Indépendants",1,0,0
1539,2018-12-05,Groupe La France insoumise,0,2,0
1539,2018-12-05,Groupe de la Gauche démocrate et républicaine,0,0,0
1539,2018-12-05,Groupe Libertés et Territoires,0,1,0
1539,2018-12-05,Non inscrits,0,0,0
1538,2018-12-05,Groupe La République en Marche,55,0,1
1538,2018-12-05,Groupe Les Républicains,0,17,0
1538,2018-12-05,Groupe du Mouvement Démocrate et apparentés,3,0,0
1538,2018-12-05,Groupe Socialistes et apparentés,0,5,0
1538,2018-12-05,"Groupe UDI, Agir et Indépendants",0,3,0
1538,2018-12-05,Groupe La France insoumise,0,4,0
1538,2018-12-05,Groupe de la Gauche démocrate et républicaine,0,4,0
1538,2018-12-05,Groupe Libertés et Territoires,0,1,0
1538,2018-12-05,Non inscrits,0,0,0
1537,2018-12-05,Groupe La République en Marche,0,50,0
1537,2018-12-05,Groupe Les Républicains,18,0,0
1537,2018-12-05,Groupe du Mouvement Démocrate et apparentés,1,0,1
1537,2018-12-05,Groupe Socialistes et apparentés,2,0,1
1537,2018-12-05,"Groupe UDI, Agir et Indépendants",3,0,0
1537,2018-12-05,Groupe La France insoumise,0,0,3
1537,2018-12-05,Groupe de la Gauche démocrate et républicaine,3,1,1
1537,2018-12-05,Groupe Libertés et Territoires,0,0,0
1537,2018-12-05,Non inscrits,0,0,0
1536,2018-12-05,Groupe La République en Marche,304,0,1
1536,2018-12-05,Groupe Les Républicains,0,103,0
1536,2018-12-05,Groupe du Mouvement Démocrate et apparentés,43,0,2
1536,2018-12-05,Groupe Socialistes et apparentés,0,29,0
1536,2018-12-05,"Groupe UDI, Agir et Indépendants",10,3,0
1536,2018-12-05,Groupe La France insoumise,0,17,0
1536,2018-12-05,Groupe de la Gauche démocrate et républicaine,0,16,0
1536,2018-12-05,Groupe Libertés et Territoires,1,14,1
1536,2018-12-05,Non inscrits,0,12,0
1535,2018-12-04,Groupe La République en Marche,0,45,0
1535,2018-12-04,Groupe Les Républicains,0,15,1
1535,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,1,0
1535,2018-12-04,Groupe Socialistes et apparentés,5,0,0
1535,2018-12-04,"Groupe UDI, Agir et Indépendants",0,1,2
1535,2018-12-04,Groupe La France insoumise,3,0,0
1535,2018-12-04,Groupe de la Gauche démocrate et républicaine,3,0,0
1535,2018-12-04,Groupe Libertés et Territoires,0,1,1
1535,2018-12-04,Non inscrits,0,0,2
1534,2018-12-04,Groupe La République en Marche,0,86,1
1534,2018-12-04,Groupe Les Républicains,40,0,0
1534,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,5,0
1534,2018-12-04,Groupe Socialistes et apparentés,6,0,0
1534,2018-12-04,"Groupe UDI, Agir et Indépendants",5,0,0
1534,2018-12-04,Groupe La France insoumise,4,0,0
1534,2018-12-04,Groupe de la Gauche démocrate et républicaine,7,0,0
1534,2018-12-04,Groupe Libertés et Territoires,0,1,0
1534,2018-12-04,Non inscrits,2,1,0
1533,2018-12-04,Groupe La République en Marche,2,26,0
1533,2018-12-04,Groupe Les Républicains,0,3,1
1533,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,0,0
1533,2018-12-04,Groupe Socialistes et apparentés,3,0,0
1533,2018-12-04,"Groupe UDI, Agir et Indépendants",0,1,0
1533,2018-12-04,Groupe La France insoumise,3,0,0
1533,2018-12-04,Groupe de la Gauche démocrate et républicaine,2,0,0
1533,2018-12-04,Groupe Libertés et Territoires,6,0,0
1533,2018-12-04,Non inscrits,1,0,0
1532,2018-12-04,Groupe La République en Marche,1,27,1
1532,2018-12-04,Groupe Les Républicains,0,3,1
1532,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,0,0
1532,2018-12-04,Groupe Socialistes et apparentés,4,0,0
1532,2018-12-04,"Groupe UDI, Agir et Indépendants",0,1,0
1532,2018-12-04,Groupe La France insoumise,3,0,0
1532,2018-12-04,Groupe de la Gauche démocrate et républicaine,2,0,0
1532,2018-12-04,Groupe Libertés et Territoires,6,0,0
1532,2018-12-04,Non inscrits,0,0,0
1531,2018-12-04,Groupe La République en Marche,0,36,0
1531,2018-12-04,Groupe Les Républicains,0,7,0
1531,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,0,0
1531,2018-12-04,Groupe Socialistes et apparentés,3,0,1
1531,2018-12-04,"Groupe UDI, Agir et Indépendants",0,4,0
1531,2018-12-04,Groupe La France insoumise,3,0,0
1531,2018-12-04,Groupe de la Gauche démocrate et républicaine,2,0,0
1531,2018-12-04,Groupe Libertés et Territoires,3,1,0
1531,2018-12-04,Non inscrits,0,1,0
1530,2018-12-04,Groupe La République en Marche,0,37,0
1530,2018-12-04,Groupe Les Républicains,0,9,0
1530,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,2,0
1530,2018-12-04,Groupe Socialistes et apparentés,2,1,0
1530,2018-12-04,"Groupe UDI, Agir et Indépendants",0,4,0
1530,2018-12-04,Groupe La France insoumise,3,0,0
1530,2018-12-04,Groupe de la Gauche démocrate et républicaine,2,0,0
1530,2018-12-04,Groupe Libertés et Territoires,7,0,0
1530,2018-12-04,Non inscrits,0,3,0
1529,2018-12-04,Groupe La République en Marche,0,25,0
1529,2018-12-04,Groupe Les Républicains,0,3,0
1529,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,3,0
1529,2018-12-04,Groupe Socialistes et apparentés,0,0,0
1529,2018-12-04,"Groupe UDI, Agir et Indépendants",0,2,0
1529,2018-12-04,Groupe La France insoumise,3,0,0
1529,2018-12-04,Groupe de la Gauche démocrate et républicaine,2,0,0
1529,2018-12-04,Groupe Libertés et Territoires,0,1,0
1529,2018-12-04,Non inscrits,0,2,0
1528,2018-12-04,Groupe La République en Marche,0,29,0
1528,2018-12-04,Groupe Les Républicains,0,3,0
1528,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,4,0
1528,2018-12-04,Groupe Socialistes et apparentés,0,0,0
1528,2018-12-04,"Groupe UDI, Agir et Indépendants",0,3,0
1528,2018-12-04,Groupe La France insoumise,3,0,0
1528,2018-12-04,Groupe de la Gauche démocrate et républicaine,1,0,0
1528,2018-12-04,Groupe Libertés et Territoires,0,1,0
1528,2018-12-04,Non inscrits,0,1,1
1527,2018-12-04,Groupe La République en Marche,0,39,0
1527,2018-12-04,Groupe Les Républicains,0,6,0
1527,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,1,3
1527,2018-12-04,Groupe Socialistes et apparentés,1,0,0
1527,2018-12-04,"Groupe UDI, Agir et Indépendants",0,1,2
1527,2018-12-04,Groupe La France insoumise,2,0,0
1527,2018-12-04,Groupe de la Gauche démocrate et républicaine,4,0,0
1527,2018-12-04,Groupe Libertés et Territoires,0,1,0
1527,2018-12-04,Non inscrits,0,0,4
1526,2018-12-04,Groupe La République en Marche,0,40,0
1526,2018-12-04,Groupe Les Républicains,0,5,0
1526,2018-12-04,Groupe du Mouvement Démocrate et apparentés,0,5,0
1526,2018-12-04,Groupe Socialistes et apparentés,0,0,0
1526,2018-12-04,"Groupe UDI, Agir et Indépendants",0,0,0
1526,2018-12-04,Groupe La France insoumise,3,0,0
1526,2018-12-04,Groupe de la Gauche démocrate et républicaine,0,0,2
1526,2018-12-04,Groupe Libertés et Territoires,0,1,0
1526,2018-12-04,Non inscrits,0,4,0
1525,2018-12-03,Groupe La République en Marche,0,23,0
1525,2018-12-03,Groupe Les Républicains,0,2,0
1525,2018-12-03,Groupe du Mouvement Démocrate et apparentés,0,1,0
1525,2018-12-03,Groupe Socialistes et apparentés,0,0,0
1525,2018-12-03,"Groupe UDI, Agir et Indépendants",0,0,0
1525,2018-12-03,Groupe La France insoumise,1,0,0
1525,2018-12-03,Groupe de la Gauche démocrate et républicaine,1,0,0
1525,2018-12-03,Groupe Libertés et Territoires,0,0,0
1525,2018-12-03,Non inscrits,0,1,0
1524,2018-12-03,Groupe La République en Marche,0,26,0
1524,2018-12-03,Groupe Les Républicains,0,5,0
1524,2018-12-03,Groupe du Mouvement Démocrate et apparentés,0,2,0
1524,2018-12-03,Groupe Socialistes et apparentés,0,0,1
1524,2018-12-03,"Groupe UDI, Agir et Indépendants",0,1,0
1524,2018-12-03,Groupe La France insoumise,3,0,0
1524,2018-12-03,Groupe de la Gauche démocrate et républicaine,2,0,0
1524,2018-12-03,Groupe Libertés et Territoires,1,0,0
1524,2018-12-03,Non inscrits,0,4,0
1523,2018-12-03,Groupe La République en Marche,0,38,0
1523,2018-12-03,Groupe Les Républicains,0,11,0
1523,2018-12-03,Groupe du Mouvement Démocrate et apparentés,0,4,0
1523,2018-12-03,Groupe Socialistes et apparentés,0,0,0
1523,2018-12-03,"Groupe UDI, Agir et Indépendants",0,2,0
1523,2018-12-03,Groupe La France insoumise,3,0,0
1523,2018-12-03,Groupe de la Gauche démocrate et républicaine,4,0,0
1523,2018-12-03,Groupe Libertés et Territoires,0,0,0
1523,2018-12-03,Non inscrits,0,0,3
1522,2018-12-03,Groupe La République en Marche,0,33,0
1522,2018-12-03,Groupe Les Républicains,0,11,0
1522,2018-12-03,Groupe du Mouvement Démocrate et apparentés,0,5,0
1522,2018-12-03,Groupe Socialistes et apparentés,0,2,0
1522,2018-12-03,"Groupe UDI, Agir et Indépendants",0,3,0
1522,2018-12-03,Groupe La France insoumise,4,0,0
1522,2018-12-03,Groupe de la Gauche démocrate et républicaine,2,0,0
1522,2018-12-03,Groupe Libertés et Territoires,0,0,0
1522,2018-12-03,Non inscrits,0,3,0
1521,2018-12-03,Groupe La République en Marche,0,29,1
1521,2018-12-03,Groupe Les Républicains,1,1,1
1521,2018-12-03,Groupe du Mouvement Démocrate et apparentés,0,4,0
1521,2018-12-03,Groupe Socialistes et apparentés,0,0,0
1521,2018-12-03,"Groupe UDI, Agir et Indépendants",0,1,0
1521,2018-12-03,Groupe La France insoumise,3,0,0
1521,2018-12-03,Groupe de la Gauche démocrate et républicaine,2,0,0
1521,2018-12-03,Groupe Libertés et Territoires,0,0,0
1521,2018-12-03,Non inscrits,0,0,0
1520,2018-12-03,Groupe La République en Marche,3,35,0
1520,2018-12-03,Groupe Les Républicains,12,0,0
1520,2018-12-03,Groupe du Mouvement Démocrate et apparentés,1,2,0
1520,2018-12-03,Groupe Socialistes et apparentés,1,0,0
1520,2018-12-03,"Groupe UDI, Agir et Indépendants",0,0,0
1520,2018-12-03,Groupe La France insoumise,1,0,0
1520,2018-12-03,Groupe de la Gauche démocrate et républicaine,4,0,0
1520,2018-12-03,Groupe Libertés et Territoires,0,0,0
1520,2018-12-03,Non inscrits,0,0,0
1519,2018-12-03,Groupe La République en Marche,44,1,0
1519,2018-12-03,Groupe Les Républicains,0,15,0
1519,2018-12-03,Groupe du Mouvement Démocrate et apparentés,4,0,0
1519,2018-12-03,Groupe Socialistes et apparentés,0,3,0
1519,2018-12-03,"Groupe UDI, Agir et Indépendants",0,0,2
1519,2018-12-03,Groupe La France insoumise,0,7,0
1519,2018-12-03,Groupe de la Gauche démocrate et républicaine,0,4,0
1519,2018-12-03,Groupe Libertés et Territoires,0,1,0
1519,2018-12-03,Non inscrits,0,1,0
1518,2018-12-03,Groupe La République en Marche,0,46,0
1518,2018-12-03,Groupe Les Républicains,12,0,0
1518,2018-12-03,Groupe du Mouvement Démocrate et apparentés,1,2,0
1518,2018-12-03,Groupe Socialistes et apparentés,5,0,0
1518,2018-12-03,"Groupe UDI, Agir et Indépendants",1,0,2
1518,2018-12-03,Groupe La France insoumise,10,0,0
1518,2018-12-03,Groupe de la Gauche démocrate et républicaine,3,0,0
1518,2018-12-03,Groupe Libertés et Territoires,2,0,0
1518,2018-12-03,Non inscrits,1,0,0
1517,2018-12-03,Groupe La République en Marche,0,46,0
1517,2018-12-03,Groupe Les Républicains,11,0,0
1517,2018-12-03,Groupe du Mouvement Démocrate et apparentés,0,3,1
1517,2018-12-03,Groupe Socialistes et apparentés,4,0,0
1517,2018-12-03,"Groupe UDI, Agir et Indépendants",0,1,1
1517,2018-12-03,Groupe La France insoumise,9,0,0
1517,2018-12-03,Groupe de la Gauche démocrate et républicaine,4,0,0
1517,2018-12-03,Groupe Libertés et Territoires,1,0,0
1517,2018-12-03,Non inscrits,2,0,0
1516,2018-11-29,Groupe La République en Marche,26,0,0
1516,2018-11-29,Groupe Les Républicains,0,0,1
1516,2018-11-29,Groupe du Mouvement Démocrate et apparentés,16,0,0
1516,2018-11-29,Groupe Socialistes et apparentés,1,0,0
1516,2018-11-29,"Groupe UDI, Agir et Indépendants",1,0,0
1516,2018-11-29,Groupe La France insoumise,3,0,0
1516,2018-11-29,Groupe de la Gauche démocrate et républicaine,1,0,0
1516,2018-11-29,Groupe Libertés et Territoires,3,0,1
1516,2018-11-29,Non inscrits,0,1,0
1515,2018-11-29,Groupe La République en Marche,31,0,0
1515,2018-11-29,Groupe Les Républicains,2,0,0
1515,2018-11-29,Groupe du Mouvement Démocrate et apparentés,12,0,0
1515,2018-11-29,Groupe Socialistes et apparentés,1,0,0
1515,2018-11-29,"Groupe UDI, Agir et Indépendants",4,0,0
1515,2018-11-29,Groupe La France insoumise,1,0,0
1515,2018-11-29,Groupe de la Gauche démocrate et républicaine,1,0,0
1515,2018-11-29,Groupe Libertés et Territoires,2,0,0
1515,2018-11-29,Non inscrits,1,0,0
1514,2018-11-29,Groupe La République en Marche,52,0,0
1514,2018-11-29,Groupe Les Républicains,6,0,0
1514,2018-11-29,Groupe du Mouvement Démocrate et apparentés,17,0,0
1514,2018-11-29,Groupe Socialistes et apparentés,4,0,0
1514,2018-11-29,"Groupe UDI, Agir et Indépendants",5,0,0
1514,2018-11-29,Groupe La France insoumise,3,0,0
1514,2018-11-29,Groupe de la Gauche démocrate et républicaine,2,0,0
1514,2018-11-29,Groupe Libertés et Territoires,3,0,0
1514,2018-11-29,Non inscrits,1,0,0
1513,2018-11-29,Groupe La République en Marche,52,1,0
1513,2018-11-29,Groupe Les Républicains,7,0,0
1513,2018-11-29,Groupe du Mouvement Démocrate et apparentés,16,0,0
1513,2018-11-29,Groupe Socialistes et apparentés,3,0,0
1513,2018-11-29,"Groupe UDI, Agir et Indépendants",4,0,0
1513,2018-11-29,Groupe La France insoumise,1,0,0
1513,2018-11-29,Groupe de la Gauche démocrate et républicaine,2,0,0
1513,2018-11-29,Groupe Libertés et Territoires,3,0,0
1513,2018-11-29,Non inscrits,1,0,0
1512,2018-11-29,Groupe La République en Marche,0,51,1
1512,2018-11-29,Groupe Les Républicains,2,0,0
1512,2018-11-29,Groupe du Mouvement Démocrate et apparentés,0,17,0
1512,2018-11-29,Groupe Socialistes et apparentés,1,1,0
1512,2018-11-29,"Groupe UDI, Agir et Indépendants",5,0,0
1512,2018-11-29,Groupe La France insoumise,1,0,0
1512,2018-11-29,Groupe de la Gauche démocrate et républicaine,1,0,0
1512,2018-11-29,Groupe Libertés et Territoires,5,0,0
1512,2018-11-29,Non inscrits,1,0,0
1511,2018-11-29,Groupe La République en Marche,44,0,0
1511,2018-11-29,Groupe Les Républicains,7,0,0
1511,2018-11-29,Groupe du Mouvement Démocrate et apparentés,15,0,0
1511,2018-11-29,Groupe Socialistes et apparentés,1,0,0
1511,2018-11-29,"Groupe UDI, Agir et Indépendants",5,0,0
1511,2018-11-29,Groupe La France insoumise,0,0,0
1511,2018-11-29,Groupe de la Gauche démocrate et républicaine,2,0,0
1511,2018-11-29,Groupe Libertés et Territoires,3,0,0
1511,2018-11-29,Non inscrits,1,0,0
1510,2018-11-29,Groupe La République en Marche,40,0,0
1510,2018-11-29,Groupe Les Républicains,6,0,0
1510,2018-11-29,Groupe du Mouvement Démocrate et apparentés,15,0,0
1510,2018-11-29,Groupe Socialistes et apparentés,3,0,0
1510,2018-11-29,"Groupe UDI, Agir et Indépendants",5,0,0
1510,2018-11-29,Groupe La France insoumise,1,0,0
1510,2018-11-29,Groupe de la Gauche démocrate et républicaine,2,0,0
1510,2018-11-29,Groupe Libertés et Territoires,3,0,0
1510,2018-11-29,Non inscrits,0,0,0
1509,2018-11-29,Groupe La République en Marche,1,53,0
1509,2018-11-29,Groupe Les Républicains,8,0,0
1509,2018-11-29,Groupe du Mouvement Démocrate et apparentés,3,19,1
1509,2018-11-29,Groupe Socialistes et apparentés,5,0,0
1509,2018-11-29,"Groupe UDI, Agir et Indépendants",2,0,0
1509,2018-11-29,Groupe La France insoumise,1,0,0
1509,2018-11-29,Groupe de la Gauche démocrate et républicaine,2,0,0
1509,2018-11-29,Groupe Libertés et Territoires,1,0,1
1509,2018-11-29,Non inscrits,0,0,0
1508,2018-11-29,Groupe La République en Marche,1,51,0
1508,2018-11-29,Groupe Les Républicains,0,6,3
1508,2018-11-29,Groupe du Mouvement Démocrate et apparentés,6,22,0
1508,2018-11-29,Groupe Socialistes et apparentés,6,0,0
1508,2018-11-29,"Groupe UDI, Agir et Indépendants",6,0,0
1508,2018-11-29,Groupe La France insoumise,1,0,0
1508,2018-11-29,Groupe de la Gauche démocrate et républicaine,4,0,0
1508,2018-11-29,Groupe Libertés et Territoires,4,0,0
1508,2018-11-29,Non inscrits,0,0,1
1507,2018-11-28,Groupe La République en Marche,34,0,0
1507,2018-11-28,Groupe Les Républicains,0,8,0
1507,2018-11-28,Groupe du Mouvement Démocrate et apparentés,5,0,0
1507,2018-11-28,Groupe Socialistes et apparentés,0,7,0
1507,2018-11-28,"Groupe UDI, Agir et Indépendants",0,0,1
1507,2018-11-28,Groupe La France insoumise,0,4,0
1507,2018-11-28,Groupe de la Gauche démocrate et républicaine,0,2,0
1507,2018-11-28,Groupe Libertés et Territoires,0,2,0
1507,2018-11-28,Non inscrits,0,1,0
1506,2018-11-28,Groupe La République en Marche,35,0,0
1506,2018-11-28,Groupe Les Républicains,0,7,1
1506,2018-11-28,Groupe du Mouvement Démocrate et apparentés,4,0,0
1506,2018-11-28,Groupe Socialistes et apparentés,0,1,6
1506,2018-11-28,"Groupe UDI, Agir et Indépendants",1,0,0
1506,2018-11-28,Groupe La France insoumise,3,1,0
1506,2018-11-28,Groupe de la Gauche démocrate et républicaine,0,2,0
1506,2018-11-28,Groupe Libertés et Territoires,0,2,0
1506,2018-11-28,Non inscrits,0,1,0
1505,2018-11-28,Groupe La République en Marche,35,0,0
1505,2018-11-28,Groupe Les Républicains,0,8,0
1505,2018-11-28,Groupe du Mouvement Démocrate et apparentés,2,0,0
1505,2018-11-28,Groupe Socialistes et apparentés,0,8,0
1505,2018-11-28,"Groupe UDI, Agir et Indépendants",0,0,1
1505,2018-11-28,Groupe La France insoumise,0,3,0
1505,2018-11-28,Groupe de la Gauche démocrate et républicaine,0,2,0
1505,2018-11-28,Groupe Libertés et Territoires,0,2,0
1505,2018-11-28,Non inscrits,0,1,0
1504,2018-11-28,Groupe La République en Marche,0,36,0
1504,2018-11-28,Groupe Les Républicains,8,0,0
1504,2018-11-28,Groupe du Mouvement Démocrate et apparentés,0,2,0
1504,2018-11-28,Groupe Socialistes et apparentés,8,0,0
1504,2018-11-28,"Groupe UDI, Agir et Indépendants",0,0,1
1504,2018-11-28,Groupe La France insoumise,3,0,0
1504,2018-11-28,Groupe de la Gauche démocrate et républicaine,2,0,0
1504,2018-11-28,Groupe Libertés et Territoires,2,0,0
1504,2018-11-28,Non inscrits,1,0,0
1503,2018-11-28,Groupe La République en Marche,35,2,0
1503,2018-11-28,Groupe Les Républicains,0,0,1
1503,2018-11-28,Groupe du Mouvement Démocrate et apparentés,4,0,0
1503,2018-11-28,Groupe Socialistes et apparentés,7,0,0
1503,2018-11-28,"Groupe UDI, Agir et Indépendants",2,0,0
1503,2018-11-28,Groupe La France insoumise,4,0,0
1503,2018-11-28,Groupe de la Gauche démocrate et républicaine,2,0,0
1503,2018-11-28,Groupe Libertés et Territoires,2,0,0
1503,2018-11-28,Non inscrits,0,0,1
1502,2018-11-28,Groupe La République en Marche,0,33,0
1502,2018-11-28,Groupe Les Républicains,0,7,0
1502,2018-11-28,Groupe du Mouvement Démocrate et apparentés,1,0,0
1502,2018-11-28,Groupe Socialistes et apparentés,4,0,0
1502,2018-11-28,"Groupe UDI, Agir et Indépendants",0,0,2
1502,2018-11-28,Groupe La France insoumise,2,0,0
1502,2018-11-28,Groupe de la Gauche démocrate et républicaine,2,0,0
1502,2018-11-28,Groupe Libertés et Territoires,0,0,0
1502,2018-11-28,Non inscrits,0,0,1
1501,2018-11-28,Groupe La République en Marche,28,2,0
1501,2018-11-28,Groupe Les Républicains,0,6,0
1501,2018-11-28,Groupe du Mouvement Démocrate et apparentés,3,0,0
1501,2018-11-28,Groupe Socialistes et apparentés,0,3,0
1501,2018-11-28,"Groupe UDI, Agir et Indépendants",0,0,3
1501,2018-11-28,Groupe La France insoumise,0,4,0
1501,2018-11-28,Groupe de la Gauche démocrate et républicaine,0,3,0
1501,2018-11-28,Groupe Libertés et Territoires,0,1,0
1501,2018-11-28,Non inscrits,0,1,0
1500,2018-11-28,Groupe La République en Marche,0,48,0
1500,2018-11-28,Groupe Les Républicains,0,6,2
1500,2018-11-28,Groupe du Mouvement Démocrate et apparentés,0,2,0
1500,2018-11-28,Groupe Socialistes et apparentés,2,0,0
1500,2018-11-28,"Groupe UDI, Agir et Indépendants",0,2,0
1500,2018-11-28,Groupe La France insoumise,2,0,0
1500,2018-11-28,Groupe de la Gauche démocrate et républicaine,4,0,0
1500,2018-11-28,Groupe Libertés et Territoires,1,2,0
1500,2018-11-28,Non inscrits,0,0,1
1499,2018-11-27,Groupe La République en Marche,37,1,1
1499,2018-11-27,Groupe Les Républicains,1,4,1
1499,2018-11-27,Groupe du Mouvement Démocrate et apparentés,2,0,0
1499,2018-11-27,Groupe Socialistes et apparentés,0,2,0
1499,2018-11-27,"Groupe UDI, Agir et Indépendants",0,2,0
1499,2018-11-27,Groupe La France insoumise,0,0,0
1499,2018-11-27,Groupe de la Gauche démocrate et républicaine,1,1,0
1499,2018-11-27,Groupe Libertés et Territoires,0,3,0
1499,2018-11-27,Non inscrits,0,2,0
1498,2018-11-27,Groupe La République en Marche,0,45,0
1498,2018-11-27,Groupe Les Républicains,0,0,10
1498,2018-11-27,Groupe du Mouvement Démocrate et apparentés,0,4,0
1498,2018-11-27,Groupe Socialistes et apparentés,3,0,0
1498,2018-11-27,"Groupe UDI, Agir et Indépendants",2,0,0
1498,2018-11-27,Groupe La France insoumise,1,0,0
1498,2018-11-27,Groupe de la Gauche démocrate et républicaine,2,0,0
1498,2018-11-27,Groupe Libertés et Territoires,2,0,0
1498,2018-11-27,Non inscrits,0,0,2
1497,2018-11-27,Groupe La République en Marche,54,0,0
1497,2018-11-27,Groupe Les Républicains,0,12,0
1497,2018-11-27,Groupe du Mouvement Démocrate et apparentés,4,1,0
1497,2018-11-27,Groupe Socialistes et apparentés,0,4,0
1497,2018-11-27,"Groupe UDI, Agir et Indépendants",0,2,0
1497,2018-11-27,Groupe La France insoumise,0,0,1
1497,2018-11-27,Groupe de la Gauche démocrate et républicaine,0,0,2
1497,2018-11-27,Groupe Libertés et Territoires,0,2,0
1497,2018-11-27,Non inscrits,0,1,0
1496,2018-11-27,Groupe La République en Marche,46,0,1
1496,2018-11-27,Groupe Les Républicains,5,1,1
1496,2018-11-27,Groupe du Mouvement Démocrate et apparentés,5,0,0
1496,2018-11-27,Groupe Socialistes et apparentés,5,0,0
1496,2018-11-27,"Groupe UDI, Agir et Indépendants",2,0,0
1496,2018-11-27,Groupe La France insoumise,1,0,0
1496,2018-11-27,Groupe de la Gauche démocrate et républicaine,2,0,0
1496,2018-11-27,Groupe Libertés et Territoires,3,0,0
1496,2018-11-27,Non inscrits,2,0,0
1495,2018-11-27,Groupe La République en Marche,47,2,0
1495,2018-11-27,Groupe Les Républicains,11,0,0
1495,2018-11-27,Groupe du Mouvement Démocrate et apparentés,4,0,0
1495,2018-11-27,Groupe Socialistes et apparentés,5,0,0
1495,2018-11-27,"Groupe UDI, Agir et Indépendants",2,0,0
1495,2018-11-27,Groupe La France insoumise,2,0,0
1495,2018-11-27,Groupe de la Gauche démocrate et républicaine,2,0,0
1495,2018-11-27,Groupe Libertés et Territoires,4,0,0
1495,2018-11-27,Non inscrits,2,0,0
1494,2018-11-27,Groupe La République en Marche,28,0,0
1494,2018-11-27,Groupe Les Républicains,5,1,0
1494,2018-11-27,Groupe du Mouvement Démocrate et apparentés,2,0,0
1494,2018-11-27,Groupe Socialistes et apparentés,0,3,0
1494,2018-11-27,"Groupe UDI, Agir et Indépendants",1,0,0
1494,2018-11-27,Groupe La France insoumise,0,1,0
1494,2018-11-27,Groupe de la Gauche démocrate et républicaine,0,2,0
1494,2018-11-27,Groupe Libertés et Territoires,1,1,0
1494,2018-11-27,Non inscrits,2,0,0
1493,2018-11-27,Groupe La République en Marche,0,27,0
1493,2018-11-27,Groupe Les Républicains,0,5,0
1493,2018-11-27,Groupe du Mouvement Démocrate et apparentés,0,1,0
1493,2018-11-27,Groupe Socialistes et apparentés,3,0,0
1493,2018-11-27,"Groupe UDI, Agir et Indépendants",0,0,1
1493,2018-11-27,Groupe La France insoumise,1,0,0
1493,2018-11-27,Groupe de la Gauche démocrate et républicaine,2,0,0
1493,2018-11-27,Groupe Libertés et Territoires,0,0,0
1493,2018-11-27,Non inscrits,0,0,0
1492,2018-11-27,Groupe La République en Marche,80,0,0
1492,2018-11-27,Groupe Les Républicains,21,7,1
1492,2018-11-27,Groupe du Mouvement Démocrate et apparentés,5,0,0
1492,2018-11-27,Groupe Socialistes et apparentés,2,3,0
1492,2018-11-27,"Groupe UDI, Agir et Indépendants",5,0,0
1492,2018-11-27,Groupe La France insoumise,0,0,0
1492,2018-11-27,Groupe de la Gauche démocrate et républicaine,2,0,0
1492,2018-11-27,Groupe Libertés et Territoires,3,0,0
1492,2018-11-27,Non inscrits,2,0,0
1491,2018-11-27,Groupe La République en Marche,11,59,1
1491,2018-11-27,Groupe Les Républicains,30,0,0
1491,2018-11-27,Groupe du Mouvement Démocrate et apparentés,3,1,1
1491,2018-11-27,Groupe Socialistes et apparentés,4,0,0
